810.00000	1851.00000	1592.00000
730.00000	1783.00000	1547.00000
729.00000	1767.00000	1543.00000
766.00000	1780.00000	1557.00000
753.00000	1778.00000	1546.00000
765.00000	1805.00000	1577.00000
837.00000	1854.00000	1586.00000
943.00000	1969.00000	1658.00000
977.00000	1997.00000	1715.00000
968.00000	1990.00000	1729.00000
878.00000	1944.00000	1687.00000
871.00000	1927.00000	1663.00000
830.00000	1888.00000	1623.00000
775.00000	1797.00000	1532.00000
724.00000	1743.00000	1481.00000
756.00000	1756.00000	1492.00000
786.00000	1792.00000	1508.00000
801.00000	1851.00000	1569.00000
884.00000	1915.00000	1628.00000
932.00000	1969.00000	1646.00000
1003.00000	2016.00000	1760.00000
951.00000	2000.00000	1741.00000
892.00000	1944.00000	1692.00000
853.00000	1893.00000	1634.00000
822.00000	1875.00000	1599.00000
760.00000	1809.00000	1565.00000
705.00000	1787.00000	1494.00000
749.00000	1800.00000	1518.00000
766.00000	1780.00000	1489.00000
808.00000	1853.00000	1538.00000
870.00000	1907.00000	1584.00000
971.00000	2001.00000	1648.00000
1018.00000	2037.00000	1732.00000
997.00000	2020.00000	1745.00000
988.00000	2013.00000	1714.00000
970.00000	1992.00000	1710.00000
907.00000	1932.00000	1645.00000
785.00000	1847.00000	1559.00000
783.00000	1835.00000	1557.00000
799.00000	1837.00000	1540.00000
850.00000	1873.00000	1553.00000
892.00000	1922.00000	1606.00000
927.00000	1962.00000	1655.00000
1002.00000	2048.00000	1712.00000
995.00000	2066.00000	1749.00000
990.00000	2060.00000	1779.00000
971.00000	2066.00000	1782.00000
902.00000	2020.00000	1726.00000
883.00000	2000.00000	1699.00000
844.00000	1953.00000	1628.00000
761.00000	1895.00000	1578.00000
684.00000	1854.00000	1538.00000
699.00000	1866.00000	1555.00000
766.00000	1919.00000	1580.00000
816.00000	1953.00000	1631.00000
946.00000	2006.00000	1653.00000
1002.00000	2061.00000	1746.00000
1015.00000	2094.00000	1773.00000
965.00000	2062.00000	1705.00000
912.00000	1999.00000	1685.00000
880.00000	1944.00000	1650.00000
804.00000	1899.00000	1581.00000
763.00000	-999.00000	1544.00000
756.00000	1855.00000	1532.00000
801.00000	1883.00000	1567.00000
844.00000	1931.00000	1589.00000
922.00000	2000.00000	1663.00000
979.00000	2044.00000	1699.00000
1012.00000	2099.00000	1788.00000
1028.00000	2097.00000	1791.00000
931.00000	1994.00000	1722.00000
884.00000	1993.00000	1681.00000
833.00000	1949.00000	1647.00000
764.00000	1894.00000	1577.00000
802.00000	1907.00000	1575.00000
773.00000	1875.00000	1540.00000
809.00000	1914.00000	1565.00000
843.00000	1957.00000	1610.00000
934.00000	2037.00000	1690.00000
1048.00000	2113.00000	1759.00000
1065.00000	2130.00000	1794.00000
1058.00000	2151.00000	1836.00000
979.00000	2095.00000	1757.00000
947.00000	2041.00000	1697.00000
872.00000	1974.00000	1650.00000
801.00000	1934.00000	1591.00000
808.00000	1930.00000	1586.00000
771.00000	1886.00000	1547.00000
811.00000	1904.00000	1567.00000
864.00000	1933.00000	1634.00000
921.00000	1970.00000	1659.00000
1029.00000	2056.00000	1708.00000
1041.00000	2085.00000	1766.00000
1019.00000	-999.00000	1750.00000
989.00000	2063.00000	1719.00000
926.00000	2027.00000	1678.00000
903.00000	-999.00000	1677.00000
855.00000	-999.00000	1620.00000
763.00000	-999.00000	1559.00000
770.00000	-999.00000	1536.00000
824.00000	-999.00000	1543.00000
852.00000	1968.00000	1617.00000
897.00000	2010.00000	1670.00000
969.00000	2049.00000	1695.00000
971.00000	2067.00000	1715.00000
999.00000	2103.00000	1749.00000
947.00000	2047.00000	1706.00000
898.00000	2040.00000	1730.00000
818.00000	1959.00000	1618.00000
808.00000	1934.00000	1584.00000
777.00000	1895.00000	1545.00000
799.00000	1909.00000	1551.00000
794.00000	1909.00000	1541.00000
836.00000	1963.00000	1621.00000
890.00000	1991.00000	1620.00000
978.00000	2068.00000	1677.00000
1027.00000	2149.00000	1774.00000
980.00000	2091.00000	1755.00000
907.00000	2060.00000	1729.00000
871.00000	2039.00000	1689.00000
856.00000	1999.00000	1648.00000
815.00000	1976.00000	1619.00000
737.00000	1898.00000	1550.00000
745.00000	1904.00000	1547.00000
789.00000	1933.00000	1560.00000
830.00000	1989.00000	1626.00000
863.00000	2010.00000	1637.00000
914.00000	2059.00000	1698.00000
941.00000	2101.00000	1760.00000
965.00000	2113.00000	1764.00000
913.00000	2047.00000	1716.00000
885.00000	2030.00000	1693.00000
839.00000	1982.00000	1626.00000
795.00000	1951.00000	1578.00000
757.00000	1906.00000	1542.00000
736.00000	1881.00000	1520.00000
780.00000	1919.00000	1546.00000
786.00000	1945.00000	1576.00000
853.00000	2005.00000	1564.00000
907.00000	2058.00000	1675.00000
979.00000	2124.00000	1739.00000
959.00000	2082.00000	1732.00000
919.00000	2047.00000	1683.00000
919.00000	2069.00000	1686.00000
834.00000	1972.00000	1604.00000
777.00000	1926.00000	1548.00000
747.00000	1901.00000	1508.00000
744.00000	1892.00000	1517.00000
782.00000	1904.00000	1502.00000
819.00000	1957.00000	1532.00000
869.00000	2027.00000	1572.00000
946.00000	2084.00000	1622.00000
958.00000	2115.00000	1693.00000
956.00000	2136.00000	1723.00000
884.00000	2067.00000	1658.00000
838.00000	2024.00000	1613.00000
763.00000	1971.00000	1545.00000
732.00000	1929.00000	1517.00000
761.00000	1950.00000	1519.00000
761.00000	1945.00000	1501.00000
758.00000	1933.00000	1506.00000
807.00000	1962.00000	1528.00000
881.00000	2049.00000	1615.00000
916.00000	2089.00000	1624.00000
1002.00000	2167.00000	1717.00000
985.00000	2166.00000	1724.00000
982.00000	2161.00000	1730.00000
920.00000	2088.00000	1668.00000
846.00000	2040.00000	1605.00000
771.00000	1956.00000	1501.00000
717.00000	1902.00000	1454.00000
705.00000	1875.00000	1430.00000
773.00000	1933.00000	1456.00000
837.00000	1978.00000	1515.00000
831.00000	1994.00000	1556.00000
888.00000	2056.00000	1633.00000
939.00000	2092.00000	1654.00000
957.00000	2102.00000	1652.00000
931.00000	2101.00000	1647.00000
926.00000	2087.00000	1630.00000
878.00000	2037.00000	1573.00000
808.00000	1986.00000	1544.00000
753.00000	1948.00000	1483.00000
768.00000	1978.00000	1490.00000
761.00000	1969.00000	1492.00000
808.00000	2027.00000	1541.00000
881.00000	2053.00000	1531.00000
932.00000	2109.00000	1596.00000
1008.00000	2167.00000	1668.00000
1037.00000	2227.00000	1714.00000
979.00000	2159.00000	1658.00000
897.00000	2100.00000	1611.00000
837.00000	2031.00000	1540.00000
788.00000	1987.00000	1495.00000
753.00000	1939.00000	1454.00000
767.00000	1949.00000	1466.00000
818.00000	1982.00000	1480.00000
838.00000	2021.00000	1508.00000
882.00000	2057.00000	1550.00000
953.00000	2106.00000	1608.00000
979.00000	2139.00000	1666.00000
995.00000	2172.00000	1665.00000
938.00000	2119.00000	1620.00000
883.00000	2059.00000	1586.00000
868.00000	2026.00000	1543.00000
823.00000	1985.00000	1514.00000
828.00000	2008.00000	1535.00000
783.00000	1963.00000	1478.00000
812.00000	1995.00000	1509.00000
849.00000	2027.00000	1547.00000
904.00000	2071.00000	1587.00000
971.00000	2104.00000	1621.00000
1033.00000	2173.00000	1681.00000
984.00000	2137.00000	1644.00000
941.00000	2119.00000	1612.00000
899.00000	2093.00000	1570.00000
844.00000	2034.00000	1549.00000
792.00000	1991.00000	1498.00000
773.00000	1962.00000	1467.00000
764.00000	1952.00000	1469.00000
782.00000	1957.00000	1475.00000
818.00000	1980.00000	1483.00000
876.00000	2030.00000	1520.00000
969.00000	2125.00000	1589.00000
1009.00000	2155.00000	1653.00000
991.00000	2173.00000	1669.00000
909.00000	2124.00000	1608.00000
833.00000	2038.00000	1549.00000
767.00000	1971.00000	1472.00000
766.00000	1966.00000	1464.00000
693.00000	1895.00000	1381.00000
706.00000	1902.00000	1399.00000
759.00000	1932.00000	1425.00000
816.00000	2001.00000	1510.00000
897.00000	2064.00000	1554.00000
965.00000	2110.00000	1571.00000
996.00000	2154.00000	1638.00000
